106;ne;3747093;0,018367392
107;anno;3734139;0,018303894
108;altro;3707931;0,018175429
109;via;3701358;0,018143209
110;grande;3656811;0,01792485
111;mondo;3652232;0,017902405
112;quindi;3633847;0,017812286
113;Italia;3620400;0,017746372
114;cosa;3605564;0,017673649
115;secondo;3507668;0,017193785
116;quale;3490333;0,017108813
117;oggi;3464482;0,016982097
118;dalle;3455391;0,016937535
119;dai;3452429;0,016923016
120;sar?;3442060;0,01687219
121;primo;3236457;0,015864371
122;tutte;3227640;0,015821152
123;ora;3220641;0,015786845
124;questi;3219300;0,015780271
125;attivit?;3193654;0,01565456
126;vi;3162634;0,015502508
127;oltre;3149080;0,015436069
128;caso;3148941;0,015435388
129;fino;3148281;0,015432152
130;ore;3083775;0,015115959
131;nuovo;2985895;0,014636173
132;noi;2960379;0,0145111
133;volta;2958607;0,014502414
134;casa;2952129;0,01447066
135;grazie;2939664;0,01440956
136;stesso;2908453;0,01425657
137;viene;2902384;0,014226822
138;dello;2885427;0,014143702
139;stata;2870668;0,014071357
140;mai;2847652;0,013958538
141;ti;2816570;0,013806181
142;citt?;2757807;0,013518138
143;nostro;2734138;0,013402118
144;quali;2715044;0,013308524
145;fine;2683763;0,013155192
146;qui;2675714;0,013115737
147;tre;2664270;0,013059641
148;agli;2658968;0,013033652
149;abbiamo;2606629;0,012777098
150;mentre;2606417;0,012776059
151;persone;2602265;0,012755707
152;giorno;2585102;0,012671578
153;possono;2570643;0,012600703
154;bene;2569331;0,012594272
155;possibile;2528516;0,012394206
156;stati;2528407;0,012393672
157;invece;2522256;0,012363521
158;punto;2518963;0,01234738
159;qualche;2512439;0,012315401
160;infatti;2473751;0,012125761
161;storia;2466473;0,012090086
162;mio;2461825;0,012067302
163;giorni;2456356;0,012040495
164;alcuni;2426759;0,011895417
165;suoi;2409207;0,011809381
166;centro;2400440;0,011766407
167;me;2391270;0,011721458
168;altre;2371138;0,011622775
169;deve;2367874;0,011606776
170;meno;2353958;0,011538563
171;presso;2352388;0,011530867
172;attraverso;2351620;0,011527103
173;s';2351119;0,011524647
174;comune;2340470;0,011472448
175;sistema;2332897;0,011435327
176;nostra;2330002;0,011421136
177;progetto;2329013;0,011416288
178;per?;2300642;0,01127722
179;de;2282675;0,01118915
180;sulle;2270903;0,011131446
181;corso;2266212;0,011108452
182;ci?;2262790;0,011091678
183;nuova;2262744;0,011091453
184;verso;2253743;0,011047332
185;sui;2228776;0,010924949
186;mia;2227989;0,010921092
187;servizio;2215260;0,010858697
188;euro;2206744;0,010816954
189;circa;2205121;0,010808998
190;queste;2204058;0,010803788
191;sito;2199759;0,010782715
192;momento;2192644;0,010747839
193;ricerca;2177238;0,010672322
194;contro;2153044;0,010553729
195;siamo;2149706;0,010537366
196;base;2137255;0,010476334
197;rispetto;2132178;0,010451448
198;Roma;2113120;0,01035803
199;avere;2112031;0,010352692
200;sotto;2109007;0,010337869
201;tanto;2101680;0,010301954
202;lui;2096402;0,010276082
203;particolare;2092527;0,010257088
204;soprattutto;2064989;0,010122103
205;aveva;2063972;0,010117118
206;legge;2062226;0,01010856
207;durante;2035152;0,009975849
208;servizi;1998934;0,009798317
209;poco;1997991;0,009793694
210;dire;1997685;0,009792194
211;quel;1993777;0,009773038
212;presidente;1991853;0,009763607
213;fra;1987336;0,009741466
214;negli;1958393;0,009599594
215;interno;1954085;0,009578477
216;nazionale;1953637;0,009576281
217;societ?;1919084;0,00940691
218;gruppo;1912936;0,009376774
219;san;1912341;0,009373858
220;ben;1901546;0,009320943
221;insieme;1899250;0,009309688
222;quasi;1894825;0,009287998
223;sta;1887129;0,009250274
224;piano;1877748;0,009204291
225;esempio;1876885;0,00920006
226;inoltre;1874998;0,009190811
227;fu;1852168;0,009078903
228;sue;1851665;0,009076438
229;quelli;1829187;0,008966256
230;uomo;1814162;0,008892607
231;tutta;1804945;0,008847427
232;va;1801075;0,008828457
233;quelle;1777873;0,008714726
234;numero;1772058;0,008686222
235;territorio;1768905;0,008670767
236;tale;1765782;0,008655459
237;meglio;1761131;0,008632661
238;allo;1760699;0,008630543
239;altra;1754839;0,008601819
240;far;1743666;0,008547051
241;erano;1737079;0,008514763
242;molti;1735851;0,008508744
243;dati;1723034;0,008445918
244;acqua;1720598;0,008433977
245;forse;1713114;0,008397292
246;paese;1709826;0,008381175
247;sull';1705040;0,008357716
248;spesso;1702537;0,008345446
249;stessa;1690628;0,008287071
250;prodotti;1681371;0,008241696
251;volte;1676311;0,008216893
252;importante;1676038;0,008215554
253;scuola;1674810;0,008209535
254;comunque;1673471;0,008202972
255;posto;1667416;0,008173291
256;livello;1661344;0,008143528
257;qualit?;1649181;0,008083908
258;tipo;1631282;0,007996171
259;visto;1624332;0,007962103
260;aver;1621418;0,00794782
261;dio;1611880;0,007901067
262;informazioni;1601403;0,007849711
263;cose;1597863;0,007832358
264;possibilit?;1593680;0,007811854
265;detto;1589591;0,007791811
266;sarebbe;1589536;0,007791541
267;li;1584931;0,007768969
268;propria;1581013;0,007749764
269;pubblico;1555738;0,007625871
270;serie;1552224;0,007608647
271;realt?;1547093;0,007583496
272;allora;1540030;0,007548874
273;nome;1535270;0,007525542
274;grandi;1526944;0,00748473
275;alcune;1515445;0,007428364
276;sviluppo;1509693;0,007400169
277;terra;1508555;0,007394591
278;saranno;1507065;0,007387287
279;sei;1501164;0,007358362
280;programma;1480921;0,007259136
281;chiesa;1479341;0,007251391
282;vista;1478954;0,007249494
283;consiglio;1472543;0,007218069
284;vero;1471158;0,00721128
285;po';1458223;0,007147875
286;diversi;1456834;0,007141067
287;campo;1455703;0,007135523
288;nostri;1453699;0,0071257
289;studio;1437349;0,007045556
290;presente;1434052;0,007029394
291;bambini;1431787;0,007018292
292;settore;1429718;0,00700815
293;milano;1428604;0,00700269
294;senso;1415540;0,006938653
295;generale;1413437;0,006928344
296;grado;1412094;0,006921761
297;forma;1405155;0,006887748
298;uso;1399496;0,006860009
299;dato;1398468;0,00685497
300;seconda;1397653;0,006850975
301;lungo;1395711;0,006841456
302;sembra;1394933;0,006837642
303;politica;1389325;0,006810153
304;vengono;1385402;0,006790923
305;mesi;1377653;0,006752939
306;tuo;1375015;0,006740009
307;esperienza;1374786;0,006738886
308;problema;1368316;0,006707172
309;gestione;1367570;0,006703515
310;sociale;1366736;0,006699427
311;mercato;1365611;0,006693912
312;diverse;1363716;0,006684623
313;maggio;1363466;0,006683398
314;periodo;1362880;0,006680526
315;famiglia;1362018;0,0066763
316;certo;1358627;0,006659678
317;regione;1350210;0,00661842
318;almeno;1349715;0,006615994
319;vedere;1337743;0,00655731
320;nuove;1332428;0,006531257
321;fuori;1332140;0,006529845
322;opera;1331732;0,006527845
323;personale;1329058;0,006514738
324;italiana;1328339;0,006511214
325;libro;1320038;0,006470524
326;ultimo;1318027;0,006460666
327;formazione;1312722;0,006434663
328;seguito;1306539;0,006404355
329;italiano;1304414;0,006393939
330;troppo;1301842;0,006381331
331;zona;1300686;0,006375665
332;giovani;1292196;0,006334049
333;strada;1291074;0,006328549
334;persona;1291030;0,006328333
335;quest';1290434;0,006325412
336;sicurezza;1288738;0,006317099
337;potrebbe;1288439;0,006315633
338;subito;1288172;0,006314324
339;dare;1287113;0,006309133
340;giugno;1285868;0,00630303
341;tratta;1283142;0,006289668
342;presenza;1282907;0,006288516
343;governo;1278900;0,006268875
344;luogo;1278435;0,006266596
345;nuovi;1271350;0,006231867
346;porta;1265618;0,00620377
347;hai;1251300;0,006133586
348;te;1250589;0,006130101
349;diritto;1250175;0,006128072
350;lei;1248456;0,006119645
351;film;1247135;0,00611317
352;dagli;1245815;0,0061067
353;associazione;1244909;0,006102259
354;foto;1238999;0,006073289
355;amore;1238881;0,006072711
356;parole;1235784;0,00605753
357;area;1234394;0,006050717
358;continua;1231445;0,006036261
359;data;1229771;0,006028056
360;provincia;1223236;0,005996023
361;davvero;1217663;0,005968705
362;azienda;1211726;0,005939603
363;cura;1209523;0,005928805
364;tu;1209203;0,005927236
365;occasione;1208058;0,005921624
366;regionale;1202918;0,005896429
367;problemi;1202072;0,005892282
368;prodotto;1192251;0,005844141
369;rete;1190539;0,005835749
370;ormai;1190517;0,005835642
371;siano;1189609;0,005831191
372;qualcosa;1188353;0,005825034
373;arte;1182120;0,005794481
374;corpo;1181656;0,005792207
375;musica;1176236;0,005765639
376;produzione;1176033;0,005764644
377;attenzione;1172997;0,005749763
378;mare;1171737;0,005743586
379;cuore;1170712;0,005738562
380;settembre;1168492;0,00572768
381;donne;1167665;0,005723626
382;no;1167200;0,005721347
383;gioco;1166055;0,005715735
384;fosse;1161200;0,005691936
385;sede;1159309;0,005682667
386;cultura;1158600;0,005679192
387;articolo;1157594;0,005674261
388;dice;1152085;0,005647257
389;luglio;1146221;0,005618513
390;spazio;1145244;0,005613724
391;percorso;1144523;0,00561019
392;incontro;1144075;0,005607994
393;buona;1141281;0,005594298
394;ordine;1138344;0,005579902
395;unico;1134693;0,005562005
396;scelta;1132458;0,00555105
397;oppure;1130797;0,005542908
398;mano;1129575;0,005536918
399;quattro;1124527;0,005512174
400;situazione;1119141;0,005485773
401;nulla;1118840;0,005484297
402;ambiente;1117164;0,005476082
403;milioni;1113544;0,005458338
404;tua;1110252;0,005442201
405;natura;1109917;0,005440559
406;voi;1108720;0,005434691
407;col;1107072;0,005426613
408;rapporto;1106093;0,005421815
409;vuole;1106037;0,00542154
410;luce;1104940;0,005416163
411;inizio;1104726;0,005415114
412;state;1103724;0,005410202
413;valore;1103531;0,005409256
414;presenti;1103254;0,005407898
415;punti;1103040;0,005406849
416;forza;1100719;0,005395472
417;titolo;1097706;0,005380703
418;giornata;1094955;0,005367219
419;semplice;1089356;0,005339774
420;ottobre;1087481;0,005330583
421;condizioni;1085104;0,005318931
422;universit?;1080659;0,005297143
423;mezzo;1080316;0,005295462
424;conto;1079286;0,005290413
425;forte;1078566;0,005286883
426;aprile;1077598;0,005282139
427;primi;1075928;0,005273953
428;ecco;1072561;0,005257448
429;m;1071086;0,005250218
430;internazionale;1069549;0,005242684
431;avuto;1068576;0,005237915
432;marzo;1067996;0,005235072
433;fanno;1067142;0,005230886
434;cittadini;1064309;0,005216999
435;trovare;1063407;0,005212578
436;pochi;1062111;0,005206225
437;fronte;1059240;0,005192152
438;cio?;1056764;0,005180015
439;termine;1054443;0,005168638
440;guerra;1051906;0,005156202
441;tempi;1050841;0,005150982
442;ambito;1043966;0,005117282
443;piazza;1039985;0,005097768
444;nello;1038258;0,005089303
445;lavori;1037102;0,005083636
446;collaborazione;1032260;0,005059902
447;dicembre;1030964;0,005053549
448;qualsiasi;1029456;0,005046158
449;causa;1029057;0,005044202
450;successo;1028073;0,005039378
451;trova;1028064;0,005039334
452;controllo;1026737;0,00503283
453;alto;1024049;0,005019654
454;idea;1023189;0,005015438
455;locali;1019604;0,004997865
456;dunque;1016395;0,004982135
457;necessario;1016289;0,004981616
458;web;1015992;0,00498016
459;riferimento;1014261;0,004971675
460;maggiore;1010438;0,004952936
461;europa;1007746;0,00493974
462;uomini;1003811;0,004920452
463;tema;1003602;0,004919427
464;struttura;1003061;0,004916775
465;tanti;999550;0,004899565
466;andare;995196;0,004878223
467;ultimi;994222;0,004873449
468;paesi;987388;0,00483995
469;risultati;985701;0,004831681
470;ruolo;981939;0,00481324
471;fondo;981925;0,004813171
472;appena;976910;0,004788589
473;italiani;973757;0,004773134
474;scritto;972238;0,004765688
475;bisogno;971631;0,004762713
476;massimo;969830;0,004753885
477;novembre;965524;0,004732778
478;casi;965353;0,004731939
479;mese;964488;0,004727699
480;Maria;964016;0,004725386
481;ultima;962620;0,004718543
482;morte;960362;0,004707475
483;comunit?;957192;0,004691936
484;poter;956920;0,004690603
485;ragazzi;956652;0,004689289
486;piccolo;956483;0,004688461
487;partire;956056;0,004686368
488;possa;954399;0,004678245
489;domenica;953585;0,004674255
490;donna;951693;0,004664981
491;futuro;951232;0,004662721
492;buon;950748;0,004660349
493;gennaio;950104;0,004657192
494;richiesta;947940;0,004646585
495;studi;940580;0,004610508
496;linea;939727;0,004606327
497;padre;939717;0,004606278
498;devono;939491;0,00460517
499;capacit?;938865;0,004602101
500;video;936300;0,004589528
;;;0
